LfdNr;Name;Typ;Beschreibung;Startzeit;Endzeit;Dauer;Fval_Opt;Fval_Text;Masse_fval;Masse_phys;Energie_fval;Energie_phys;Antriebskraft_fval;Antriebskraft_phys;Materialspannung_fval;Materialspannung_phys;Kondition_fval;Kondition_phys;Manip_fval;Manip_physval;MinSingVal_fval;MinSingVal_physval;Positionsfehler_fval;Positionsfehler_phys;Gelenkbereich_fval;Gelenkbereich_phys;Gelenkgrenze_fval;Gelenkgrenze_phys;AntrGeschw_fval;AntrGeschw_phys;KinLaenge_fval;KinLaenge_phys;Bauraum_fval;Bauraum_phys;Footprint_fval;Footprint_phys;CollDist_fval;CollDist_phys;Nachgiebigk_fval;Nachgiebigk_phys;Steifigk_phys;num_succ;num_fail;comptime_sum
;;;;;;;Zielfunktion der Optimierung;;(normiert);in kg;(normiert);in J;(normiert);in N bzw. Nm;(normiert);"Ausnutzung der Materialgrenzen; 1=max";(normiert);in Einheiten der Jacobi;(normiert);in Einh. von J;(normiert);in Einh. von J;(normiert);in µm;(normiert);in Grad;(normiert);in Grad;(normiert);in rad/s bzw. m/s;(normiert);in mm;(normiert);in m³;(normiert);in m²;(normiert);in mm;transl., normiert;in mm/N;in N/mm;;;Rechenzeit der Fitness-Auswertungen
1;P5PRRRR4G10P8A1;2;5PRRRR;11.06.2022 10:54:39;11.06.2022 16:55:10;8.447673;2764986481.17875;Bauraum-verl. Eckpkt.;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;19201;21177.044217
2;P5PRRRR4G1P8A1;2;5PRRRR;11.06.2022 10:54:39;11.06.2022 16:55:13;9.207988;2306362005.87078;Bauraum-verl. Eckpkt.;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;26001;21536.316074
3;P5PRRRR4V1G10P8A1;2;5PRUR;11.06.2022 10:54:39;11.06.2022 16:55:07;9.828478;2280311032.34923;Bauraum-verl. Eckpkt.;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;18801;21173.28163
4;P5PRRRR4V1G1P8A1;2;5PRUR;11.06.2022 10:54:39;11.06.2022 16:55:13;23.369058;752.756947300653;i.O.;132.561963513058;21.1290478873386;656.642257410929;167.073286743908;998.811682704344;53573.152164161;995.583045837211;130.715279763359;284.351837373409;14455.315570725;4.57711755475525;0.0718984332869606;163.927316749116;2.63342575839874;999.051401759093;100667.375358641;353.557114152028;63.640280547365;2326.52125358949;133.299848778163;295.167235300867;1;992.758146755271;14650.7689577536;981.160860238988;3.37825366487598;974.444223829332;2.48976110223351;94.4008023816717;14.9380918107281;99.9594343808544;0.015693577458309;63.7203341721518;36;16765;21504.545692
5;P5PRRRR6G10P8A1;2;5PRRRR;11.06.2022 10:54:39;11.06.2022 16:55:14;9.824988;2280669199.56552;Bauraum-verl. Eckpkt.;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;16401;21369.202931
6;P5PRRRR6G9P8A1;2;5PRRRR;11.06.2022 10:54:39;11.06.2022 16:55:12;8.241478;3539883240.39713;Selbstkoll. Eckpkt.;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;35201;21268.937105
7;P5PRRRR6V1G10P8A1;2;5PRUR;11.06.2022 10:54:39;11.06.2022 16:55:13;21.489307;764.530623962394;i.O.;83.6315131383274;13.2129024884664;527.393884957034;108.998818617579;999.459904161374;117871.602427344;997.857310507844;268.399978495045;321.905910379712;64420.9440038768;0.933602508501961;0.0146650044233682;231.676954578539;3.80881788815121;999.471130848014;180560.623603538;214.681374032714;38.6426473258885;864.423795379905;49.5278351859488;308.565149304319;1.0531809438843;993.763407079966;17012.478206654;977.922566897653;2.88242088686691;963.392667295841;1.7371326934293;109.120769590179;17.310512098513;99.3107637511656;0.00092362364844804;1082.69207017414;218;22183;21373.848745
8;P5PRRRR6V1G9P8A1;2;5PRUR;11.06.2022 10:54:39;11.06.2022 16:55:13;10.747007;3373708053.9569;Selbstkoll. Eckpkt.;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;23201;21412.063122
9;P5RPRRR8G9P8A1;2;5RPRRR;11.06.2022 10:55:59;11.06.2022 16:55:44;28.890288;717.116974820402;i.O.;179.409017460653;28.9520459596998;796.284532950497;301.764338345871;982.479747872661;3632.70480439654;963.179576305702;16.5394419951098;167.072918410767;215.43630357915;0.308774257955872;0.00485021508238999;181.391675440264;2.92898920146387;875.01356110373;754.184885521037;0;14.5755017787187;344.611438820384;19.7447810163388;306.101391957037;1.04331456303928;995.786747239077;25182.8580672;988.491259647868;5.53101729767076;986.820409531621;4.82965552949713;135.205720968186;21.5632514663273;99.9758697471502;0.0263826386670588;37.9037143562366;42;23159;21452.635209
